"b'OBJECTID_12_13'","b'OBJECTID'","b'DEPCODE'","b'COUNTY'","b'COUNTYNAME'","b'DATESTAMP'","b'ShapeSTAre'","b'ShapeSTLen'","b'OBJECTID_1'","b'County_1'","b'State'","b'OBJECTID_12'","b'DEPCODE_1'","b'COUNTYN'","b'PUIsTotal'","b'Age_0_9'","b'Age_10_19'","b'Age_20_29'","b'Age_30_39'","b'Age_40_49'","b'Age_50_59'","b'Age_60_69'","b'Age_70_79'","b'Age_80plus'","b'Age_Unkn'","b'C_Age_0_9'","b'C_Age_10_19'","b'C_Age_20_29'","b'C_Age_30_39'","b'C_Age_40_49'","b'C_Age_50_59'","b'C_Age_60_69'","b'C_Age_70_79'","b'C_Age_80plus'","b'C_Age_Unkn'","b'PUIAgeRange'","b'PUIAgeAvrg'","b'C_AgeRange'","b'C_AgeAvrg'","b'C_AllResTypes'","b'C_NonResDeaths'","b'PUIFemale'","b'PUIMale'","b'PUISexUnkn'","b'PUIFLRes'","b'PUINotFLRes'","b'PUIFLResOut'","b'PUITravelNo'","b'PUITravelUnkn'","b'PUITravelYes'","b'C_ED_NO'","b'C_ED_NoData'","b'C_ED_Yes'","b'C_Hosp_No'","b'C_Hosp_Nodata'","b'C_Hosp_Yes'","b'FLResDeaths'","b'PUILab_Yes'","b'TPositive'","b'TNegative'","b'TInconc'","b'TPending'","b'PUIContNo'","b'PUIContUnkn'","b'PUIContYes'","b'CasesAll'","b'C_Men'","b'C_Women'","b'C_TravelYes'","b'C_TravelNo'","b'C_TravelUnkn'","b'C_FLRes'","b'C_NotFLRes'","b'C_FLResOut'","b'T_NegRes'","b'T_NegNotFLRes'","b'T_PendRes'","b'T_PendNotRes'","b'T_total'","b'T_negative'","b'T_pending'","b'T_positive'","b'FLandNonFLDeaths'","b'EverMon'","b'MonNow'","b'Shape__Area'","b'Shape__Length'","b'Shape_Length'","b'Shape_Area'"
"22.0","22.0","10.0","b'019'","b'CLAY'","b'2000-05-16T00:00:00.000Z'","17948500957.609253","603117.810216635","10.0","b'Clay'","b'FL'","b'22'","10.0","b'19'","103.0","2.0","3.0","8.0","14.0","20.0","25.0","19.0","8.0","4.0","0.0","0.0","0.0","1.0","1.0","0.0","3.0","3.0","1.0","1.0","0.0","b'0 to 94'","b'50'","b'25 to 82'","b'57'","10.0","0.0","62.0","40.0","1.0","102.0","1.0","0.0","32.0","59.0","12.0","3.0","2.0","5.0","3.0","2.0","5.0","2.0","96.0","10.0","86.0","0.0","7.0","24.0","8.0","16.0","10.0","6.0","4.0","2.0","6.0","2.0","10.0","0.0","0.0","85.0","1.0","7.0","0.0","103.0","86.0","7.0","10.0","2.0","13.0","4.0","1667659896.5105896","183856.48429874802","183856.48429048364","1667659895.6416695"
"23.0","23.0","25.0","b'049'","b'HARDEE'","b'2000-05-16T00:00:00.000Z'","17792803499.72522","543261.5366304563","25.0","b'Hardee'","b'FL'","b'23'","25.0","b'49'","6.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'36 to 71'","b'61'","b'NA'","b'NA'","0.0","0.0","3.0","3.0","0.0","5.0","1.0","0.0","1.0","4.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","6.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","1.0","0.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","1653184151.6531525","165534.73009074025","165534.73003522764","1653184151.6593482"
"24.0","24.0","42.0","b'083'","b'MARION'","b'2000-05-16T00:00:00.000Z'","46334209241.872925","1151393.6073694865","42.0","b'Marion'","b'FL'","b'24'","42.0","b'83'","164.0","8.0","7.0","16.0","17.0","11.0","29.0","29.0","30.0","17.0","0.0","0.0","0.0","0.0","0.0","2.0","1.0","1.0","0.0","0.0","0.0","b'2 to 96'","b'53'","b'40 to 68'","b'54'","4.0","0.0","96.0","65.0","3.0","163.0","1.0","0.0","18.0","131.0","15.0","3.0","0.0","1.0","4.0","0.0","0.0","0.0","101.0","4.0","97.0","0.0","63.0","33.0","69.0","2.0","4.0","1.0","3.0","3.0","0.0","1.0","4.0","0.0","0.0","97.0","0.0","62.0","1.0","164.0","97.0","63.0","4.0","0.0","8.0","4.0","4305055841.622406","350920.1906733712","350920.1919236514","4305055840.662272"
"25.0","25.0","64.0","b'127'","b'VOLUSIA'","b'2000-05-16T00:00:00.000Z'","33645647575.289307","1837935.9979476568","65.0","b'Volusia'","b'FL'","b'25'","64.0","b'127'","175.0","10.0","4.0","15.0","31.0","16.0","29.0","36.0","28.0","6.0","0.0","0.0","1.0","1.0","3.0","1.0","1.0","6.0","4.0","1.0","0.0","b'0 to 89'","b'50'","b'17 to 89'","b'56'","18.0","0.0","109.0","63.0","3.0","173.0","2.0","0.0","25.0","115.0","35.0","11.0","2.0","5.0","12.0","1.0","5.0","0.0","166.0","18.0","148.0","0.0","9.0","15.0","26.0","23.0","18.0","6.0","12.0","9.0","8.0","1.0","18.0","0.0","0.0","146.0","2.0","9.0","0.0","175.0","148.0","9.0","18.0","0.0","74.0","38.0","3125661534.1588135","560414.7378392512","560414.7374121095","3125661534.1711206"
"26.0","26.0","15.0","b'029'","b'DIXIE'","b'2000-05-16T00:00:00.000Z'","19634949247.440125","771892.9494712382","15.0","b'Dixie'","b'FL'","b'26'","15.0","b'29'","8.0","0.0","2.0","0.0","1.0","1.0","1.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'14 to 73'","b'48'","b'NA'","b'NA'","0.0","0.0","4.0","4.0","0.0","8.0","0.0","0.0","1.0","7.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","8.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","8.0","8.0","0.0","0.0","0.0","0.0","0.0","1823798262.3921204","235232.97311908763","235232.97303464075","1823798262.2543697"
"27.0","27.0","35.0","b'069'","b'LAKE'","b'2000-05-16T00:00:00.000Z'","32245515394.39392","1085414.3611315133","35.0","b'Lake'","b'FL'","b'27'","35.0","b'69'","184.0","2.0","3.0","16.0","21.0","25.0","27.0","31.0","38.0","21.0","0.0","0.0","0.0","2.0","1.0","2.0","1.0","2.0","5.0","1.0","0.0","b'1 to 90'","b'56'","b'21 to 80'","b'58'","14.0","0.0","112.0","70.0","2.0","184.0","0.0","0.0","19.0","149.0","16.0","2.0","5.0","7.0","8.0","2.0","4.0","0.0","181.0","14.0","167.0","0.0","3.0","25.0","4.0","9.0","14.0","8.0","6.0","7.0","5.0","2.0","14.0","0.0","0.0","167.0","0.0","3.0","0.0","184.0","167.0","3.0","14.0","0.0","37.0","17.0","2995995460.7137146","331014.2424543182","331014.2419462102","2995995462.5369573"
"28.0","28.0","38.0","b'075'","b'LEVY'","b'2000-05-16T00:00:00.000Z'","31222846964.638733","1113561.3040257622","38.0","b'Levy'","b'FL'","b'28'","38.0","b'75'","23.0","2.0","0.0","2.0","2.0","4.0","4.0","4.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'0 to 79'","b'50'","b'NA'","b'NA'","0.0","0.0","16.0","7.0","0.0","23.0","0.0","0.0","2.0","21.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","0.0","23.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","23.0","0.0","0.0","0.0","23.0","23.0","0.0","0.0","0.0","1.0","0.0","2900663690.966461","339394.9640086148","339394.964246957","2900663691.023298"
"29.0","29.0","60.0","b'119'","b'SUMTER'","b'2000-05-16T00:00:00.000Z'","16171035313.148071","751914.0357394463","60.0","b'Sumter'","b'FL'","b'29'","60.0","b'119'","92.0","1.0","1.0","4.0","2.0","6.0","7.0","23.0","36.0","12.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","5.0","5.0","0.0","0.0","b'1 to 96'","b'66'","b'66 to 78'","b'71'","10.0","0.0","53.0","35.0","4.0","92.0","0.0","0.0","17.0","66.0","9.0","4.0","1.0","5.0","5.0","1.0","4.0","0.0","86.0","10.0","76.0","0.0","6.0","38.0","8.0","10.0","10.0","8.0","2.0","6.0","2.0","2.0","10.0","0.0","0.0","76.0","0.0","6.0","0.0","92.0","76.0","6.0","10.0","0.0","5.0","2.0","1502516062.8980103","229328.38959952176","229328.38917545672","1502516062.678815"
"30.0","30.0","59.0","b'117'","b'SEMINOLE'","b'2000-05-16T00:00:00.000Z'","9616121249.971924","520365.445917892","57.0","b'Seminole'","b'FL'","b'30'","59.0","b'117'","313.0","8.0","13.0","46.0","37.0","55.0","52.0","57.0","22.0","23.0","0.0","0.0","0.0","4.0","1.0","5.0","3.0","8.0","2.0","0.0","0.0","b'0 to 95'","b'49'","b'21 to 76'","b'51'","22.0","0.0","193.0","119.0","1.0","310.0","3.0","0.0","33.0","251.0","29.0","4.0","6.0","13.0","10.0","3.0","10.0","0.0","285.0","23.0","262.0","0.0","28.0","49.0","14.0","15.0","23.0","9.0","14.0","14.0","5.0","4.0","22.0","1.0","0.0","260.0","2.0","28.0","0.0","313.0","262.0","28.0","23.0","0.0","60.0","42.0","893350621.5976257","158549.7703270819","158549.7704343752","893350621.2525496"
"31.0","31.0","48.0","b'095'","b'ORANGE'","b'2000-05-16T00:00:00.000Z'","28006104673.618042","903213.7154288668","48.0","b'Orange'","b'FL'","b'31'","48.0","b'95'","801.0","22.0","27.0","119.0","126.0","123.0","117.0","127.0","78.0","62.0","0.0","0.0","0.0","4.0","13.0","12.0","9.0","6.0","4.0","2.0","0.0","b'0 to 121'","b'49'","b'20 to 82'","b'48'","45.0","0.0","445.0","352.0","4.0","763.0","37.0","1.0","42.0","728.0","31.0","9.0","25.0","16.0","18.0","20.0","12.0","2.0","782.0","50.0","732.0","0.0","19.0","39.0","18.0","17.0","50.0","28.0","22.0","9.0","17.0","24.0","44.0","5.0","1.0","701.0","31.0","18.0","1.0","801.0","732.0","19.0","50.0","2.0","154.0","7.0","2601855780.299286","275135.9114960917","275135.9114248013","2601855780.954031"
"32.0","32.0","9.0","b'017'","b'CITRUS'","b'2000-05-16T00:00:00.000Z'","16847060705.617615","796979.4042697849","9.0","b'Citrus'","b'FL'","b'32'","9.0","b'17'","87.0","2.0","5.0","5.0","5.0","6.0","16.0","24.0","10.0","14.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","4.0","1.0","1.0","0.0","b'1 to 97'","b'58'","b'17 to 80'","b'57'","9.0","0.0","50.0","34.0","3.0","86.0","1.0","0.0","47.0","30.0","10.0","1.0","6.0","2.0","6.0","1.0","2.0","0.0","82.0","9.0","73.0","0.0","5.0","15.0","19.0","11.0","9.0","3.0","6.0","4.0","5.0","0.0","9.0","0.0","0.0","72.0","1.0","5.0","0.0","87.0","73.0","5.0","9.0","0.0","74.0","63.0","1565249379.2303467","242867.27375011184","242867.27387062612","1565249379.6167958"
"33.0","33.0","27.0","b'053'","b'HERNANDO'","b'2000-05-16T00:00:00.000Z'","13561044546.544739","658252.8875317292","27.0","b'Hernando'","b'FL'","b'33'","27.0","b'53'","87.0","4.0","6.0","14.0","11.0","11.0","12.0","9.0","14.0","6.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","2.0","0.0","0.0","b'0 to 93'","b'47'","b'19 to 73'","b'50'","5.0","0.0","48.0","38.0","1.0","84.0","3.0","0.0","19.0","58.0","10.0","5.0","0.0","0.0","5.0","0.0","0.0","0.0","81.0","5.0","76.0","0.0","6.0","21.0","17.0","5.0","5.0","2.0","3.0","2.0","3.0","0.0","5.0","0.0","0.0","73.0","3.0","6.0","0.0","87.0","76.0","6.0","5.0","0.0","5.0","2.0","1259956856.2059631","200494.16736537678","200494.1671305438","1259956856.0596554"
"34.0","34.0","52.0","b'103'","b'PINELLAS'","b'2000-05-16T00:00:00.000Z'","8169203571.881195","1167816.8404585142","52.0","b'Pinellas'","b'FL'","b'34'","52.0","b'103'","682.0","27.0","17.0","92.0","67.0","79.0","109.0","140.0","99.0","50.0","2.0","0.0","0.0","8.0","3.0","2.0","12.0","14.0","5.0","1.0","0.0","b'0 to 101'","b'51'","b'21 to 83'","b'54'","41.0","0.0","356.0","322.0","4.0","667.0","15.0","0.0","113.0","461.0","108.0","23.0","3.0","19.0","31.0","1.0","13.0","0.0","643.0","45.0","597.0","1.0","39.0","157.0","14.0","40.0","45.0","28.0","17.0","33.0","11.0","1.0","41.0","4.0","0.0","588.0","10.0","38.0","1.0","682.0","598.0","39.0","45.0","0.0","94.0","33.0","758940582.7223053","356104.40863007907","356104.40803124383","758940582.2645031"
"35.0","35.0","61.0","b'121'","b'SUWANNEE'","b'2000-05-16T00:00:00.000Z'","19295996990.347412","731987.0086579423","61.0","b'Suwannee'","b'FL'","b'35'","61.0","b'121'","21.0","0.0","0.0","3.0","4.0","2.0","2.0","4.0","3.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'22 to 86'","b'55'","b'NA'","b'NA'","0.0","0.0","15.0","6.0","0.0","21.0","0.0","0.0","13.0","7.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","0.0","14.0","0.0","7.0","11.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.0","0.0","7.0","0.0","21.0","14.0","7.0","0.0","0.0","1.0","0.0","1792465815.5283508","223150.0958589671","223150.09578356743","1792465815.823314"
"36.0","36.0","16.0","b'031'","b'DUVAL'","b'2000-05-16T00:00:00.000Z'","22997044775.886475","1114099.4012903182","16.0","b'Duval'","b'FL'","b'36'","16.0","b'31'","634.0","26.0","16.0","90.0","72.0","83.0","111.0","86.0","62.0","88.0","0.0","0.0","1.0","4.0","3.0","4.0","11.0","5.0","4.0","18.0","0.0","b'0 to 94'","b'51'","b'19 to 91'","b'64'","46.0","0.0","334.0","292.0","8.0","626.0","8.0","0.0","116.0","492.0","26.0","9.0","28.0","13.0","12.0","26.0","12.0","3.0","590.0","50.0","540.0","0.0","44.0","120.0","27.0","51.0","50.0","24.0","22.0","5.0","15.0","30.0","46.0","4.0","0.0","536.0","4.0","44.0","0.0","634.0","540.0","44.0","50.0","3.0","54.0","26.0","2136692125.83844","339628.97986848414","339628.98050772946","2136692126.4278424"
"37.0","37.0","34.0","b'067'","b'LAFAYETTE'","b'2000-05-16T00:00:00.000Z'","15264572234.914856","634013.2303163925","34.0","b'Lafayette'","b'FL'","b'37'","34.0","b'67'","6.0","0.0","0.0","0.0","1.0","1.0","0.0","3.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'31 to 86'","b'59'","b'NA'","b'NA'","0.0","0.0","2.0","4.0","0.0","6.0","0.0","0.0","2.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","6.0","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","6.0","0.0","0.0","0.0","6.0","6.0","0.0","0.0","0.0","0.0","0.0","1417838543.0076904","193229.8368347075","193229.8370292715","1417838543.6539843"
"38.0","38.0","23.0","b'045'","b'GULF'","b'2000-05-16T00:00:00.000Z'","15857514470.458435","850272.4216273316","23.0","b'Gulf'","b'FL'","b'38'","23.0","b'45'","18.0","1.0","0.0","0.0","1.0","5.0","0.0","5.0","6.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'8 to 77'","b'58'","b'NA'","b'NA'","0.0","0.0","7.0","7.0","4.0","17.0","1.0","0.0","7.0","6.0","5.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.0","0.0","12.0","0.0","6.0","7.0","6.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.0","1.0","6.0","0.0","18.0","12.0","6.0","0.0","0.0","1.0","1.0","1469866107.2702637","258929.91793034578","258929.91759621937","1469866107.2114396"
"39.0","39.0","63.0","b'125'","b'UNION'","b'2000-05-16T00:00:00.000Z'","6963394478.963074","420643.59536095895","63.0","b'Union'","b'FL'","b'39'","63.0","b'125'","20.0","0.0","2.0","1.0","6.0","7.0","2.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'12 to 74'","b'41'","b'NA'","b'NA'","0.0","0.0","13.0","7.0","0.0","20.0","0.0","0.0","4.0","13.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","0.0","19.0","0.0","1.0","6.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","19.0","0.0","1.0","0.0","20.0","19.0","1.0","0.0","0.0","0.0","0.0","646977045.5617676","128178.53855225211","128178.53834087991","646977045.80043"
"40.0","40.0","4.0","b'007'","b'BRADFORD'","b'2000-05-16T00:00:00.000Z'","8359862626.373779","548326.6872466812","4.0","b'Bradford'","b'FL'","b'40'","4.0","b'7'","23.0","0.0","1.0","2.0","3.0","2.0","3.0","5.0","5.0","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","b'19 to 89'","b'57'","b'69 to 69'","b'69'","1.0","0.0","18.0","5.0","0.0","23.0","0.0","0.0","10.0","13.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","20.0","1.0","19.0","0.0","3.0","4.0","3.0","2.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","19.0","0.0","3.0","0.0","23.0","19.0","3.0","1.0","0.0","9.0","9.0","776744615.9594116","167178.83825279094","167178.8387590213","776744616.6338589"
"41.0","41.0","65.0","b'129'","b'WAKULLA'","b'2000-05-16T00:00:00.000Z'","17022505120.61885","916733.8671493662","66.0","b'Wakulla'","b'FL'","b'41'","65.0","b'129'","22.0","1.0","2.0","0.0","4.0","3.0","7.0","0.0","2.0","3.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","b'7 to 93'","b'50'","b'NA'","b'NA'","0.0","0.0","16.0","6.0","0.0","22.0","0.0","0.0","4.0","18.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","0.0","21.0","0.0","1.0","4.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","21.0","0.0","1.0","0.0","22.0","21.0","1.0","0.0","0.0","1.0","1.0","1579533632.6417694","279225.03834021837","279225.03893619764","1579533632.2752602"
"42.0","42.0","5.0","b'009'","b'BREVARD'","b'2000-05-16T00:00:00.000Z'","28936951380.67627","2600567.116218273","5.0","b'Brevard'","b'FL'","b'42'","5.0","b'9'","149.0","6.0","3.0","10.0","20.0","15.0","36.0","23.0","20.0","16.0","0.0","0.0","0.0","0.0","3.0","1.0","1.0","2.0","2.0","0.0","0.0","b'1 to 97'","b'54'","b'32 to 76'","b'53'","9.0","0.0","79.0","67.0","3.0","149.0","0.0","0.0","23.0","118.0","8.0","4.0","1.0","4.0","7.0","1.0","1.0","0.0","145.0","9.0","136.0","0.0","4.0","24.0","3.0","5.0","9.0","5.0","4.0","5.0","3.0","1.0","9.0","0.0","0.0","136.0","0.0","4.0","0.0","149.0","136.0","4.0","9.0","0.0","32.0","5.0","2687643838.879059","793218.3336091788","793218.3339768327","2687643839.37023"
"43.0","43.0","53.0","b'105'","b'POLK'","b'2000-05-16T00:00:00.000Z'","56039729499.599304","1273587.9732264932","53.0","b'Polk'","b'FL'","b'43'","53.0","b'105'","268.0","10.0","13.0","30.0","30.0","28.0","44.0","52.0","42.0","19.0","0.0","1.0","0.0","1.0","1.0","3.0","1.0","1.0","4.0","1.0","0.0","b'0 to 93'","b'51'","b'8 to 88'","b'54'","13.0","0.0","152.0","116.0","0.0","266.0","2.0","0.0","57.0","176.0","35.0","3.0","2.0","8.0","4.0","2.0","7.0","0.0","241.0","13.0","228.0","0.0","27.0","58.0","15.0","16.0","13.0","7.0","6.0","5.0","6.0","2.0","13.0","0.0","0.0","226.0","2.0","27.0","0.0","268.0","228.0","27.0","13.0","0.0","32.0","10.0","5206715917.898224","388118.9561776605","388118.95645485417","5206715918.037125"
"44.0","44.0","49.0","b'097'","b'OSCEOLA'","b'2000-05-16T00:00:00.000Z'","41974373975.68909","1149911.1523298118","49.0","b'Osceola'","b'FL'","b'44'","49.0","b'97'","285.0","3.0","9.0","44.0","54.0","47.0","49.0","41.0","25.0","13.0","0.0","0.0","1.0","6.0","5.0","3.0","4.0","3.0","3.0","1.0","0.0","b'0 to 97'","b'47'","b'18 to 80'","b'46'","23.0","0.0","160.0","122.0","3.0","280.0","5.0","0.0","82.0","132.0","71.0","10.0","3.0","13.0","15.0","4.0","7.0","0.0","218.0","26.0","192.0","0.0","67.0","90.0","32.0","33.0","26.0","16.0","10.0","12.0","9.0","5.0","23.0","3.0","0.0","190.0","2.0","67.0","0.0","285.0","192.0","67.0","26.0","0.0","41.0","24.0","3899316052.508606","350452.54947446403","350452.54953717435","3899316050.0844336"
